CRN	Subj	Crse	Sec	Cmp	Cred	Title	Days	Time	Cap	Rem	Instructor	Date (MM/DD)	Location	Attribute
22290	BIOL	312	05	M	3.000	Molecular Biology	TR	09:25 am-10:40 am	12	-2	Andrew M Shedlock (P)	01/10-05/04	RHSC 203	 
22291	BIOL	312	06	M	3.000	Molecular Biology	TR	09:25 am-10:40 am	12	2	Andrew M Shedlock (P)	01/10-05/04	RHSC 203	 
20321	BIOL	312L	01	M	1.000	Molecular Biology Laboratory	M	02:00 pm-05:00 pm	12	-1	Stephanie Dellis (P)	01/10-05/04	RHSC 222	 
20322	BIOL	312L	02	M	1.000	Molecular Biology Laboratory	T	10:50 am-01:50 pm	12	0	Stephanie Dellis (P)	01/10-05/04	RHSC 222	 
20323	BIOL	312L	03	M	1.000	Molecular Biology Laboratory	T	02:00 pm-05:00 pm	12	0	Andrew M Shedlock (P)	01/10-05/04	RHSC 222	 
20324	BIOL	312L	04	M	1.000	Molecular Biology Laboratory	W	02:00 pm-05:00 pm	12	1	Stephanie Dellis (P)	01/10-05/04	RHSC 222	 
22292	BIOL	312L	05	M	1.000	Molecular Biology Laboratory	R	01:40 pm-04:40 pm	12	2	Stephanie Dellis (P)	01/10-05/04	RHSC 222	 
20325	BIOL	313	01	M	3.000	Cell Biology	MWF	09:00 am-09:50 am	42	-4	Richard J Southgate (P)	01/10-05/04	RHSC 123	 
20326	BIOL	313L	01	M	1.000	Cell Biology Laboratory	M	02:00 pm-05:00 pm	14	0	Richard J Southgate (P)	01/10-05/04	RHSC 302	 
20327	BIOL	313L	02	M	1.000	Cell Biology Laboratory	T	01:40 pm-04:40 pm	14	-1	Richard J Southgate (P)	01/10-05/04	RHSC 302	 
20328	BIOL	313L	03	M	1.000	Cell Biology Laboratory	T	05:00 pm-08:00 pm	14	-1	Richard J Southgate (P)	01/10-05/04	RHSC 302	 
22349	BIOL	314	01	M	3.000	Immunology	TR	09:25 am-10:40 am	20	-3	Anastasia Maria Zimmerman (P)	01/10-05/04	RHSC 204	 
20329	BIOL	320	01	M	4.000	Histology	TR	12:15 pm-01:30 pm	36	1	Isaure De Buron-Connors (P)	01/10-05/04	NSCB 138	 
20330	BIOL	320L	01	M	0.000	Histology Lab	W	02:00 pm-05:00 pm	18	0	Isaure De Buron-Connors (P)	01/10-05/04	RHSC 203	 
20331	BIOL	320L	02	M	0.000	Histology Lab	W	05:45 pm-08:45 pm	18	1	Isaure De Buron-Connors (P)	01/10-05/04	RHSC 203	 
20332	BIOL	321	01	M	4.000	Gen and Comp Physiology	TR	09:25 am-10:40 am	40	16	Louis E Burnett (P)	01/10-05/04	NSCB 138	 
20333	BIOL	321L	01	M	0.000	Gen and Comp Physiology Lab	R	01:00 pm-04:00 pm	20	3	Andrew J Clark (P)	01/10-05/04	RHSC 223	 
22294	BIOL	321L	02	M	0.000	Gen and Comp Physiology Lab	W	01:00 pm-04:00 pm	20	13	Andrew J Clark (P)	01/10-05/04	RHSC 223	 
20334	BIOL	323	01	M	4.000	Comparative Anatomy of Vert	TR	09:25 am-10:40 am	40	19	Willem Jacob Hillenius (P)	01/10-05/04	RHSC 218	 
20335	BIOL	323L	01	M	0.000	Comparative Anatomy Lab	W	01:00 pm-05:00 pm	20	10	Norma Juliana Salcedo (P)	01/10-05/04	RHSC 227	 
20336	BIOL	323L	02	M	0.000	Comparative Anatomy Lab	R	01:00 pm-05:00 pm	20	9	Norma Juliana Salcedo (P)	01/10-05/04	RHSC 227	 
20337	BIOL	333	01	M	4.000	Ornithology	TR	10:50 am-12:05 pm	18	0	Melissa Hughes (P)	01/10-05/04	RHSC 228	 
20338	BIOL	333L	01	M	0.000	Ornithology Lab	T	07:00 am-10:30 am	9	-1	Melissa Hughes (P)	01/10-05/04	RHSC 228	 
20339	BIOL	333L	02	M	0.000	Ornithology Lab	R	07:00 am-10:30 am	9	1	Melissa Hughes (P)	01/10-05/04	RHSC 228	 
20340	BIOL	334	01	M	4.000	Herpetology	TR	12:15 pm-01:29 pm	30	0	Allison Marie Welch (P)	01/10-05/04	RHSC 218	 
20341	BIOL	334L	01	M	0.000	Herpetology Lab	T	01:30 pm-05:30 pm	15	-1	Allison Marie Welch (P)	01/10-05/04	RHSC 228	 
20342	BIOL	334L	02	M	0.000	Herpetology Lab	R	01:30 pm-05:30 pm	15	1	Allison Marie Welch (P)	01/10-05/04	RHSC 228	 
20343	BIOL	335	01	G	4.000	Biology Of Fishes	M	02:00 pm-05:00 pm	20	-1	Antony Scott Harold (P)	01/10-05/04	GMLM 101	 
20344	BIOL	335L	01	G	0.000	Biology of Fishes Lab	R	02:00 pm-05:00 pm	20	-1	Antony Scott Harold (P)	01/10-05/04	GMLM 101	 
20345	BIOL	337	01	M	4.000	Biology of Invertebrates	TR	09:25 am-10:40 am	30	0	Robert David Podolsky (P)	01/10-05/04	RHSC 239	 
20346	BIOL	337L	01	G	0.000	Biology of Invertebrates Lab	F	10:00 am-01:00 pm	15	1	Robert David Podolsky (P)	01/10-05/04	GMLM 101	 
20347	BIOL	337L	02	G	0.000	Biology of Invertebrates Lab	F	01:00 pm-04:00 pm	15	-1	Robert David Podolsky (P)	01/10-05/04	GMLM 101	 
20348	BIOL	340	01	M	3.000	Zoogeography	TR	10:50 am-12:05 pm	32	-3	Antony Scott Harold (P)	01/10-05/04	NSCB 138	 
20349	BIOL	341	01	M	4.000	General Ecology	MWF	10:00 am-10:50 am	30	0	William Stephen Alevizon (P)	01/10-05/04	RHSC 218	 
20350	BIOL	341L	01	M	0.000	General Ecology Lab	M	01:30 pm-04:30 pm	15	-1	William Stephen Alevizon (P)	01/10-05/04	RHSC 228	 
20351	BIOL	341L	02	M	0.000	General Ecology Lab	W	01:30 pm-04:30 pm	15	1	William Stephen Alevizon (P)	01/10-05/04	RHSC 228	 
20352	BIOL	342	01	M	4.000	Oceanography	TR	10:50 am-12:05 pm	24	-5	Gorka A Sancho (P)	01/10-05/04	RHSC 301	 
